2012-01	0.024	-0.454	-0.426	-0.400	-0.370	-0.336	-0.300	-0.258	-0.210	-0.152	-0.068
2012-02	0.089	-0.446	-0.418	-0.388	-0.358	-0.324	-0.288	-0.246	-0.198	-0.140	-0.056
2012-03	0.020	-0.400	-0.372	-0.342	-0.312	-0.278	-0.242	-0.200	-0.152	-0.092	-0.008
2012-04	-0.022	-0.312	-0.290	-0.266	-0.240	-0.212	-0.180	-0.144	-0.104	-0.052	0.020
2012-05	-0.103	-0.344	-0.322	-0.298	-0.272	-0.244	-0.212	-0.176	-0.134	-0.082	-0.008
2012-06	0.031	-0.414	-0.392	-0.366	-0.338	-0.308	-0.276	-0.240	-0.196	-0.142	-0.066
2012-07	-0.006	-0.380	-0.356	-0.332	-0.306	-0.278	-0.246	-0.210	-0.168	-0.114	-0.036
2012-08	0.007	-0.366	-0.342	-0.318	-0.290	-0.260	-0.228	-0.190	-0.146	-0.092	-0.014
2012-09	0.014	-0.296	-0.274	-0.250	-0.226	-0.198	-0.168	-0.134	-0.094	-0.044	0.030
2012-10	0.015	-0.204	-0.184	-0.162	-0.140	-0.114	-0.084	-0.052	-0.014	0.032	0.098
2012-11	0.036	-0.220	-0.200	-0.178	-0.156	-0.132	-0.104	-0.076	-0.042	0.002	0.064
2012-12	0.070	-0.144	-0.126	-0.106	-0.086	-0.062	-0.038	-0.008	0.024	0.066	0.124
2013-01	0.082	-0.092	-0.074	-0.054	-0.034	-0.014	0.010	0.038	0.072	0.112	0.170
2013-02	0.023	-0.050	-0.032	-0.012	0.010	0.034	0.060	0.088	0.124	0.166	0.228
2013-03	0.057	-0.110	-0.092	-0.072	-0.048	-0.024	0.002	0.032	0.068	0.112	0.176
2013-04	0.084	-0.092	-0.072	-0.052	-0.030	-0.006	0.020	0.050	0.086	0.130	0.194
2013-05	-0.013	0.004	0.024	0.044	0.068	0.092	0.120	0.152	0.188	0.234	0.302
2013-06	-0.056	0.068	0.090	0.112	0.134	0.160	0.190	0.220	0.258	0.306	0.374
2013-07	0.012	-0.048	-0.026	-0.002	0.024	0.052	0.084	0.120	0.160	0.212	0.284
2013-08	-0.020	-0.016	0.006	0.032	0.056	0.084	0.114	0.150	0.192	0.242	0.314
2013-09	0.058	-0.048	-0.026	-0.002	0.024	0.054	0.086	0.122	0.164	0.218	0.294
2013-10	0.024	-0.008	0.014	0.040	0.066	0.096	0.128	0.164	0.206	0.258	0.334
2013-11	0.032	-0.014	0.010	0.036	0.062	0.092	0.124	0.162	0.204	0.258	0.336
2013-12	0.033	-0.010	0.014	0.038	0.066	0.094	0.126	0.162	0.204	0.256	0.332
2014-01	-0.034	-0.054	-0.030	-0.006	0.020	0.048	0.080	0.116	0.160	0.214	0.290
2014-02	0.004	-0.138	-0.116	-0.090	-0.064	-0.036	-0.002	0.034	0.076	0.130	0.206
2014-03	0.005	-0.164	-0.140	-0.114	-0.088	-0.058	-0.024	0.012	0.054	0.110	0.188
2014-04	0.002	-0.182	-0.158	-0.134	-0.108	-0.078	-0.044	-0.008	0.036	0.090	0.166
2014-05	0.009	-0.246	-0.222	-0.200	-0.174	-0.146	-0.114	-0.080	-0.038	0.012	0.084
2014-06	0.026	-0.188	-0.168	-0.146	-0.122	-0.098	-0.070	-0.036	0.000	0.048	0.114
2014-07	0.019	-0.112	-0.094	-0.076	-0.056	-0.034	-0.010	0.018	0.050	0.092	0.150
2014-08	0.026	-0.098	-0.080	-0.062	-0.042	-0.020	0.004	0.030	0.062	0.100	0.156
2014-09	0.017	-0.042	-0.026	-0.008	0.010	0.030	0.052	0.078	0.108	0.144	0.196
2014-10	-0.005	-0.070	-0.054	-0.036	-0.018	0.002	0.024	0.048	0.078	0.114	0.164
2014-11	0.073	-0.108	-0.090	-0.072	-0.050	-0.028	-0.004	0.024	0.054	0.094	0.150
2014-12	0.009	-0.086	-0.068	-0.050	-0.028	-0.006	0.018	0.046	0.078	0.118	0.176
2015-01	-0.027	-0.106	-0.090	-0.070	-0.048	-0.026	0.000	0.030	0.062	0.104	0.164
2015-02	-0.004	-0.088	-0.070	-0.052	-0.030	-0.008	0.018	0.046	0.078	0.118	0.176
